,size,luminiscence,motility,growth,metabolism
0,5.6556843676321815,0.40676604425332263,-0.8026714860748443,-0.2128753763436143,-0.4836746167350961
1,4.7137016474076985,0.3843341995548499,-1.3667880745487193,-0.8008996674237241,0.14934786965879088
2,6.044604506772827,0.46235479445934247,-0.22127946464028814,0.27211177132773456,0.901484303581034
3,5.8258551268449015,0.46364557076268925,-0.3033859360032769,0.16954235968872555,1.0493329310344808
4,5.587840002498122,0.4355113597832484,-0.6149196814153222,-0.09649414380194765,-0.8119050167503752
5,5.466886132526357,0.40512556978805586,-0.894255999400347,-0.3158021176495217,0.2764099702150559
6,5.560555177734284,0.39133558796459356,-0.9586712655867751,-0.34108849696293997,0.03181091847207698
7,5.774409135138009,0.45175520634839167,-0.41442120769718205,0.08166773215038248,1.0368966591280369
8,5.753869424319385,0.4303711430654105,-0.5838977123734341,-0.04039658700284776,0.01725968262289404
9,4.9689312621914175,0.29929838700438527,-1.8993171857966875,-1.1179340229326797,-0.7979881221128035
10,5.806953630338792,0.4870993935312968,-0.13489498102049524,0.28271740981201277,-0.3038588436422124
11,5.72779057227373,0.5176938881947226,0.062015921939046925,0.40311008564723405,-0.38893579283462193
12,5.298695557605207,0.26528497803868195,-2.0167606905099693,-1.1309659337937532,0.9282623701144158
13,5.521200428541795,0.25511295900474096,-1.9998844662581396,-1.0729525179849064,-0.11557534326342798
14,5.798916855950112,0.4789220519270682,-0.19977992098503072,0.2359484707719368,0.8460441101577619
15,5.352610790166611,0.49765437428806003,-0.24620013598157353,0.11084746899854547,0.9456573190502479
16,5.8206884360979085,0.5145455639234191,0.07732571525074439,0.43307485262167794,-1.9839451473022243
17,5.914884668875481,0.4918089625117381,-0.05416659622780673,0.3612773627489456,-0.3123994202667266
18,5.249749645094741,0.41057184279082753,-0.9444269839368289,-0.39583980377535366,-0.6647775943970234
19,5.6204153385006075,0.48475258562141005,-0.23084411167845353,0.17722721194139257,1.57697067386412
20,4.942420504300667,0.42703312113092734,-0.9495974987836096,-0.4633619041205198,1.088061139345745
21,5.677700590371935,0.38342708464104525,-0.9689910686116567,-0.3238933473749406,0.5804164332340214
22,5.287984041605869,0.1605240399442118,-2.809290086279044,-1.6840282965256863,-0.6559773602483011
23,5.529208249650294,0.4020176640933372,-0.8914757665495363,-0.30090596023194605,-0.6817337619546114
24,5.151437752397646,0.3861341341219517,-1.169517058178064,-0.5727350151159671,0.045007923817261895
25,5.858301950004321,0.5001866543203767,-0.01489740332815992,0.3768008203818667,0.8612776696774683
26,5.7355946747378725,0.5511404562945844,0.3168835487555606,0.5818748976866039,-0.5938816335830657
27,5.805150209651485,0.40378382617874575,-0.7623688576155693,-0.15377289128536487,1.404683020198855
28,5.572670264476113,0.39851228955621276,-0.8996015514250879,-0.2975129913137108,-0.5042489349612964
29,5.555910801237146,0.4864958305813081,-0.2448056347454619,0.1541057152754851,0.394563606726973
30,5.23147593512165,0.17718483759069734,-2.7076823414430797,-1.6251619563135158,-1.3327904226902871
31,5.1479474943142565,0.4265257990145947,-0.8671475736993646,-0.36330420820897724,-0.8796737357707008
32,5.506560642237255,0.556104566965111,0.25809186761997344,0.4933706986911077,0.6658641673700783
33,5.149845414180377,0.397798439445363,-1.0824440959051809,-0.512547643767713,1.0152447723944205
34,5.618960874402814,0.41068409004787715,-0.7886131343678046,-0.21074331513543876,-0.5748836533299952
35,5.034360643665321,0.25093370823937033,-2.2356635415303097,-1.3380957471562964,0.6879312713997918
36,4.771870279555203,0.34935685492262536,-1.6054796985001583,-0.9546984418872786,0.7106230932625524
37,5.259893510211169,0.3189381327771447,-1.629456999961477,-0.869848342344837,-0.6407573313565705
38,6.312353878806997,0.423922253812194,-0.3979941948652339,0.20498448880652498,-1.6280386625210315
39,5.986615695990492,0.3757983519786567,-0.8967146398514891,-0.20940050889663453,-0.014565360938608133
40,5.734215669177245,0.4102971041684597,-0.7431480794368119,-0.15516911097499408,-0.7772502972666487
41,6.178403240692065,0.4495212653320283,-0.26165641020694186,0.27188031482125474,0.6987377255253701
42,5.14605515952727,0.384996367380796,-1.1803348174617254,-0.5813733654621556,1.49215160066624
43,5.6305304366568665,0.4110180071924034,-0.781245233370194,-0.20321576143292353,0.5833765472928222
44,5.740975207900723,0.6023373844838145,0.704255806500233,0.8522306916213214,1.2293455619470472
45,5.292234905063797,0.4671174842674741,-0.501246584368722,-0.07897723809598223,-0.5170568633245806
46,5.946062329074803,0.3625329311514765,-1.0135213948345023,-0.2990207025437449,0.9852130620532789
47,5.865409363004214,0.4817874289593011,-0.15031697727503368,0.2841581561953658,-1.7182917245993423
48,6.135468882162949,0.525142110561432,0.2891583301542455,0.6457839378918218,-0.28605589921789243
49,6.0329538093095785,0.5007495044755412,0.0626433206737651,0.46702403364806255,1.5383171407851575
50,5.408670312572988,0.43108615072279616,-0.7234101425469329,-0.2091682183881094,-0.31188635386067265
51,5.649267575694764,0.4024834927913305,-0.8375790519656229,-0.2384720684098104,1.6598622985111082
